SDOH Category,Category,Product,Field Name,Field Description,Field Definition,PeopleCore Pop. Type,Opt-In State Pop. Type,Range,Var. Type,Added,Length
Core Demographics,People,DemoIQ,CHILDREN_AGED_11_15,Presence of Children Aged 11-15 (Y/N),This element indicates the presence of children ages 11-15 in the household.,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_AGED_16_17,Presence of Children Aged 16-17 (Y/N),This element indicates the presence of children ages 16-17 in the household.,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_F_AGED_0_2,Presence of Female Children Aged 0-2 (Y/N),This element indicates the presence of female children ages 0-2 in the household.,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_F_AGED_3_5,Presence of Female Children Aged 3-5 (Y/N),This element indicates the presence of female children ages 11-15 in the household.,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_F_AGED_6_10,Presence of Female Children Aged 6-10 (Y/N),This element indicates the presence of female children ages 16-17 in the household.,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_F_AGED_11_15,Presence of Female Children Aged 11-15 (Y/N),This element indicates the presence of female children ages 3-5 in the household.,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_F_AGED_16_17,Presence of Female Children Aged 16-17 (Y/N),This element indicates the presence of female children ages 6-10 in the household.,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_M_AGED_0_2,Presence of Male Children Aged 0-2 (Y/N),This element indicates the presence of male children ages 0-2 in the household,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_M_AGED_3_5,Presence of Male Children Aged 3-5 (Y/N),This element indicates the presence of male children ages 11-15 in the household.,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_M_AGED_6_10,Presence of Male Children Aged 6-10 (Y/N),This element indicates the presence of male children ages 16-17 in the household.,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_M_AGED_11_15,Presence of Male Children Aged 11-15 (Y/N),This element indicates the presence of male children ages 3-5 in the household.,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_M_AGED_16_17,Presence of Male Children Aged 16-17 (Y/N),This element indicates the presence of male children ages 6-10 in the household.,Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_U_AGED_0_2,Presence of Unknown Gender Children Aged 0-2 (Y/N),This element indicates the presence of children ages 0-2 in the household. (gender unknown),Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_U_AGED_3_5,Presence of Unknown Gender Children Aged 3-5 (Y/N),This element indicates the presence of children ages 3-5 in the household. (gender unknown),Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_U_AGED_6_10,Presence of Unknown Gender Children Aged 6-10 (Y/N),This element indicates the presence of children ages 6-10 in the household. (gender unknown),Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_U_AGED_11_15,Presence of Unknown Gender Children Aged 11-15 (Y/N),This element indicates the presence of children ages 11-15 in the household. (gender unknown),Household,Household,Y/N,Char,1q22,1
Core Demographics,People,DemoIQ,CHILDREN_U_AGED_16_17,Presence of Unknown Gender Children Aged 16-17 (Y/N),This element indicates the presence of children ages 16-17 in the household. (gender unknown),Household,Household,Y/N,Char,1q22,1
Education,People,DemoIQ,AIQ_EDUCATION_V2,Education Level of Individual,This element indicates an individual's level of education from less than high school through graduate degree.,Individual,Individual,See tab,Char,3q17,16
Education,People,DemoIQ,EDUCATION_COLL_V2_Z4,Highest Education Level College Penetration (0-100),This element provides the penetration rate of individuals whose highest level of education is college. Zip+4 Version,Zip+4,Zip+4,0 to 100,Num,3q17,8
Education,People,DemoIQ,EDUCATION_GRAD_V2_Z4,Highest Education Level Graduate School Penetration (0-100),This element provides the penetration rate of individuals whose highest level of education is graduate school. Zip+4 Version,Zip+4,Zip+4,0 to 100,Num,3q17,8
Education,People,DemoIQ,EDUCATION_HS_V2_Z4,Highest Education Level High School Penetration (0-100),This element provides the penetration rate of individuals whose highest level of education is high school. Zip+4 Version,Zip+4,Zip+4,0 to 100,Num,3q17,8
Education,People,DemoIQ,EDUCATION_LTHS_V2_Z4,Highest Education Level Less Than High School Penetration (0-100),This element provides the penetration rate of individuals whose highest level of education is less than high school. Zip+4 Version,Zip+4,Zip+4,0 to 100,Num,3q17,8
Education,Behaviors,HealthIQ,HW_NEED_FOR_COGNITION,Likelihood of Interest in Cognition/Mental Stimulation (7=most likely; 1=least likely),"This element predicts the likelihood that an individual is interested in or has a desire for cognitive/mental stimulation via puzzles, logic exercises, etc.",Individual,Individual,1 to 7,Num,1q20,1
Education,Predictors,InMarketIQ,INMARKET_ONLINEEDU_V2,"Likelihood of Pursuing an Online Education Degree/Certificate (7=Most Likely, 1=Least Likely)","This element predicts the likelihood of an individual being in the market for online education, degrees, or certificates.",Individual,Individual,1 to 7,Num,2q17,1
Education,Predictors,InMarketIQ,SPENDEX_EDUCATION_V2,Spendex Category - Amount of Discretionary Income Spent on Education ($). Designed for Financial Services Advertising (FSA),This element predicts the amount of discretionary income that will be spent on education in the next 12-months. Designed for Financial Services Advertising (FSA),Individual,Individual,$10 to $999000,Num,4q16,8
Education,Behaviors,InterestIQ,LT_EDUCATION_ONLINE_V2,Likelihood of Utilizing Online Education Tools (1=least likely; 7=most likely),This element predicts the likelihood that an individual utilizes online education tools on a scale from 1 (least likely) to 7 (most likely).,Individual,Individual,1 to 7,Num,3q20,1
Education,Behaviors,InterestIQ,PROFESSIONAL_LIVING,Professional Living (Y/N),Three of the following interests must be populated for Professional Living to be; turned on:; Career Improvement; Self Improvement; Investments - Personal; Career Interest; Education Online.,Individual,Individual,Y/N,Char,2q09,1
Education,Behaviors,CharityIQ,LT_EDUCATION_DONATION_V2,Likelihood to Donate to Schools or Educational Institutions  within the Past 12 Months (1=least likely; 7=most likely),This element predicts the likelihood of an individual supporting Schools or Educational Institutions financially by having donated to an organization within the past 12 months on a scale from 1 to 7.,Individual,Individual,1 to 7,Num,1q21,1
Education,People,JobsIQ,LT_CAREER_IMPROVEMENT_V2,Likelihood of Career Improvement Interest (7=most likely; 1=least likely),"This element indicates the likelihood that an individual has an interest in career improvement on a scale from 1 to 7. Individuals who score highly are likely to try to improve future job prospects through further training, education, or looking for a new job.",Individual,Individual,1 to 7,Num,2q18,1
